"id_dataset","full_text","text_bersih","hasil_sentistrength","label_sentistrength","class"
"564","""Airlangga Hartarto mengatakan bahwa program Kartu Prakerja ditargetkan untuk dapat memberikan pelatihan kepada 1 14 juta peserta sepanjang tahun ini. #airlanggacenter #prakerja #golkarindonesia https://t.co/Xbwc5X4aF2""",,,,
"565","""Pendaftaran Program Kartu Prakerja Gelombang 63 Ditutup Hari Ini Buruan Daftar https://t.co/lizS8rJ4du""",,,,
"566","""Pendaftaran Program Kartu Prakerja gelombang 63 ditutup hari ini Buruan Daftar https://t.co/Zd6v3H5xmr #Bisnis""",,,,
"567","""@vanc1Bozz @AgusYudhoyono Sama kayak yg gebrak2 meja saat debat saat pidato...nentang kartu prakerja...begitu disodori tulang langsung disantap... Jadi berubah 360Â° opininya ke pemerintah """,,,,
"568","""Berikut beberapa artikel populer Money https://t.co/4VOOkFAPN4 mulai dari pembukaan pendaftaran program Kartu Prakerja 2024 hingga kasus gagal bayar iGrow. https://t.co/ugfkFSme4Y""",,,,
"569","""Syarat dan Cara Daftar Kartu Prakerja 2024 Gelombang 63 Buka Malam Ini https://t.co/5ahwU1ZD4n""",,,,
"570","""Resmi Dilanjutkan Program Kartu Prakerja 2024 Dorong Peserta dari Indonesia Timur https://t.co/vH8UwdrcSz""",,,,
"571","""Pendaftaran Kartu Prakerja Gelombang 63 Tinggal Sehari Lagi Buruan Daftar https://t.co/rbtA9eT53G #Bisnis""",,,,
"572","""Earth Pirapat anda menambahkan kadar kepusingan saya ya.. Udh pusing perkara Sirekap dan Test Kartu Prakerja.. Buka Twitter kasih liat modelan begini.. Belum aja mimisan ini.. Pusing Kepalaku..""",,,,
"573","""work! Knp scan muka buat kartu prakerja itu susah bgt kedetect nya deh aku padahal udh terang sampe 5x jdi harus coba besok lagi""",,,,
"574","""Percuma dibuka juga Kartu Prakerja ini soalnya gue udah 3x gak lolos.""",,,,
"575","""Work! yuk yg gabut minggu2 mau gabung kartu prakerja aku bantuin aku juga ada grup pendampingan GR4TIS yaa nggausa takut malah yg ada kalian dapet cu4nn gaskann reply ya gengss Happy sunday guyss -CK""",,,,
"576","""Gelombang Pertama Kartu Prakerja 2024 Dibuka Hari Ini Pukul 19.00 WIB Sasar 1 14 Juta Penerima https://t.co/8C2t5xfqPr #Bisnis""",,,,
"577","""Program Prakerja Resmi Berlanjut di Tahun 2024 https://t.co/p2oBHWl6cZ #KartuPrakerja""",,,,
"578","""Program Kartu Prakerja 2024 Dibuka Mulai Hari Ini (23/2) Kuota 1 15 Juta Orang https://t.co/wLdq3S1bQJ""",,,,
"579","""Seminar Karir merupakan pendampingan dan pengenalan pembuatan Kartu Prakerja Indonesia yang diperuntukan bagi para mahasiswa dan alumni yang belum mendapat pekerjaan sebagai persiapan bagi mereka untuk menghadapi dunia kerja nanti. https://t.co/3Y1y0E0G83""",,,,
"580","""@Siswotomo187571 tuk dapet prakerja yg ratusan rebu perak aja perlu test online ini itu (gw gak yakin samsul bisa lolos ikut test kartu prakerja). Btw mereka beruntung. Cukup jadi anak or mantan anak pleciden tuk dapet kerjaan . Hurrehhhh""",,,,
"581","""haloo apa ada mutualku yg belum atau pernah daftar tp belum lolos kartu prakerja? bolee dm aku yaaa #zonauang #zonaBU""",,,,
"582","""@minakinantinai Ga jd dpt kartu prakerja dong """,,,,
"583","""@Bull_winner Bener yang dikatakan cak nun Hi is firaun Terbaik menurut pendukungnya. Pinter : pinter memanfaatkan bansos pinter memanipulasi kebodohan masyarakat dengan bansos dan blt. Yang aneh itu kartu prakerja yang gak susuai dengan namanya.""",,,,
"584","""- Kartu Prakerja: Memberikan pelatihan bagi peserta program ini sejak April 2020. - Pelatihan Khusus UMKM: Kursus dirancang untuk membantu UMKM go-digital dengan efektif. #IndibizID #CiptakanPeluangWujudkanHarapan #EkosistemSolusiDuniaUsahaIndonesia""",,,,
"585","""Work! Yang pengangguran disini mungkin ada yang belum tau program kartu prakerja atau belum lolos ini lembagaku ngadain bimbingan panduan gratis prakerja jadi biar tau nih kalau ada update tentang pembukaan gelombang prakerja nanti aku kasih linknya di reply ya . Terimakasih""",,,,
"586","""@Putra_Adi_YM Bansos?tidak hanya bansos bos! Kartu sakti buanyak! Kartu prakerja/ penerimanya semakin nggak masuk akal diundang kerumah trus dikumpulin didata MANUAL...""",,,,
"587","""Cek Pembukaan Gelombang 63 Kartu Prakerja Tahun 2024 Kapan? Apakah Bisa Buat Akun Sekarang? Jangan Sampai Salah Daftar! https://t.co/J2TwY7N8vH""",,,,
"588","""Kapan Kartu Prakerja Gelombang 63 Dibuka? Ini Bocoran Jadwal Pendaftaran https://t.co/z4L2pSaomT 2024 Terbaru https://t.co/KXJctSzhZx""",,,,
"589","""haloo apa ada mutualku yg belum atau pernah daftar tp belum lolos kartu prakerja? bolee dm aku yaaa """,,,,
"590","""@wenairead sebagai orang awam boleh aku beropini. jujur aku ga baca semua visi misinya tapi apa program kartu prakerja itu dilanjutkan dan diperbaiki?""",,,,
"591","""@katamutek @hetciy Foundernya Pak Andreas pernah gabung di tempatku kerja dulu. Sekarang beliau gabung di Kartu PraKerja. Terakhir ngobrol nebengers udah ga ada seingetku.""",,,,
"592","""Ganti Presiden Kartu Prakerja Lanjut! https://t.co/e12OwTrcXs""",,,,
"593","""@ffffey @prophetofzorck @UGM_FESS realistis aja program kartu prakerja jaman presiden jokowi awalnya apa di ragukan tapi ujung bnyk yg ikut dan nerima duit 1 4 jt dri program it. program di buat buat orang bisa nerima skill dan buat lapangan kerja baru""",,,,
"594","""@LeonardusLitik @03__nakula Gw yakin negara itu udah coba untuk penuhin kebutuhan dasar manusia (read-makan) 1. Bansos (sembako) 2. BLT kartu prakerja 3. Kredit UMKM itu semua biar ortu mereka produktif dan bisa memenuhi sendiri kebutuhan dasar tadi. Tapi untuk bayar pendidikan mereka belum tentu bisa.""",,,,
"595","""@UGM_FESS basic logic basic logic ujung-ujungnya kya Kartu Prakerja. Coba tanya teman2mu yang dapat kartu prakerja setelah 3 bulan pelatihan &amp	 sebagainya dengan insentif 600rb Perbulan mereka sekarang udah dapat kerjaan belum sesuai dengan basic kartu prakerja yg diikuti ? Tukang Bohong !""",,,,
"596","""Buruan Daftar! Pembuatan Akun Kartu Prakerja Telah Dibuka. Dapat Uang Bantuan Rp4 2 Juta? https://t.co/G3UDc7E3F8""",,,,
"597","""Pemerintah sendiri telah mengambil berbagai langkah strategis seperti penerapan PPKM pembentukan Komite Penanganan Covid-19 dan Pemulihan Ekonomi Nasional (KPC-PEN) vaksinasi serta bantuan sosial seperti Program Kartu Prakerja. @golkar_id https://t.co/a5aPtQHP1t""",,,,
"598","""Kartu Prakerja Gelombang 63 Dibuka Besok? Cek Prediksi Jadwal dan Informasi Selengkapnya di Sini https://t.co/5LCCzDAKXY""",,,,
"599","""Benarkah Kartu Prakerja 2024 Gelombang 63 Mulai Dibuka Besok 17 Februari 2024? https://t.co/HEXFjdBPe7""",,,,
"600","""@UGM_FESS Halh. Dulu jokowi juga gitu Pengangguran di gaji ingatkan? Realisasinya Kartu Prakerja di April 2020""",,,,
"601","""Bagian 2: Jenjang Culture dan Merit Suatu ketika gue sama Isel lagi main Pandora Experience di Baywalk bareng satu sobi kita banget. Namanya Cile sekarang kerja di Kartu Prakerja dan juga salah satu aktivis Minutes of Manager terdepan. Iya kita sering maen bertiga https://t.co/f8cmqwksA0""",,,,
"602","""@boogeypal @rchgrl97 @pandji Kaum sengkuni yg ada tantrum bro kalo Jokowi 3 periode pdhl nikmatin jg kan kartu prakerja wktu covid yg katanya Jokowi gk bisa kerja jadi munafik emng mankyuss""",,,,
"603","""@NOTASLIMBOY Skema yang udah2 sih kartu prakerja dikasih 600rb atau berapa gtu sekali seumur hidup.. Program kuliah gratis kek nya bakal gtu .. kalo habis dan lu belum lulus ya lu usaha sendiri yg penting ada Bancakan dan seremonial ..""",,,,
"604","""@Mochhamsyah @DikySoemarno itu juga lagi gencar2nya bansos sama kartu prakerja""",,,,
"605","""@DikySoemarno iya itu kan juga lagi gencar2nya bansos kartu prakerja""",,,,
"606","""@tubirfess Bpjs kartu prakerja BLT KUR KIP ga nikmatin?""",,,,
"607","""@myeternals @wiyokoo Jangan sok Idealis bosku approval rating jokowi tinggi masyarakat gak peduli itu. Mereka cuma peduli keberlanjutan program seperti KIS BPJS kartu prakerja kalau loe belum semua program itu ya artinya loe bukan kalangan akar rumput. Sorry yee""",,,,
"608","""2019 aja jokowi ngusung banyak janji. salah satunya kartu prakerja yang tidak efektif dan gagal. dulu julukannya king of lip service gua inget dan itu jadi tugas kita buat ngekritik. makan siang mah program yang bakal sulit terealisasi. kalau pun iya jadi lumbung buat korupsi""",,,,
"609","""Seneng banget rasanya lega karena selama ini gue diem aja Kenapa gue dukung Jokowi program jokow udah menyelematkan gue Pas Gue kena phk covid ada kartu prakerja lumayan bisa buat makan Gue dapat lagi uang pas covid Bikin NIB gak ribet Semua berkat jokowi""",,,,
"610","""@IcaEndah @rumyblue kl hrga sembako okelah masi byk yg mahal sesuai daerah masing2. biaya pendidikan bukannya kl negeri gratis ya? kacuali perguruan tinggi lapangan pekerjaan jujur udh byk si apalagi jokowi ngasi fasilitas kartu prakerja biar org2 bs cpt dapet kerja""",,,,
"611","""@rumyblue Gue ngerasain banget pas lagi nganggur dapet kartu prakerja dan pelatihan dari prakerja tsb gue punya bekal awal lagi untuk bisa kerja. Terimakasih pa jokowiï¸""",,,,
"612","""@SAASH1MI lah lah justrus menengah kebawah ini banyak gak main medsos mereka yang langsung merasakan dampak kartu prakerja BPJS KIS dan lain lain coba anda pikir dengan paslon lain mengusung tema perubahan apakah mereka gak takut? ya semua karena jokowi effect""",,,,
"613","""Kalo emang terpilih awas be program makan siang gratis berakhir ck kartu prakerja """,,,,
"614","""@mialificent Padahal pada ikutan daftar kartu prakerja""",,,,
"615","""Tapi bener kok inget diskusi intelek cuma buat yang MAU belajar Kebanyakan rakyat kita memang belum pantas dapet diskusi itu kartu prakerja bansos blt mereka semua masih bergantung bahkan bohongin harta demi dapet SKTM untuk KIP/KJP Kita memang harus dihancurkan untuk pulih""",,,,
"616","""@premsbykia @dandelion_brz @Wizth1 @Hanniiess_ @aochiron @wildanbinwahyu @mialificent Emang itu duit negara tapi kan program nya ada di era Jokowi. Mungkin tidak membantu penurunan angka pengangguran tapi lihat dulu fakta lapangan nya. Kartu Prakerja banyak membantu masyarakat dikala pandemi Covid.""",,,,
"617","""KJP gue &amp	 adek kartu DKI rusun tuker sembako murah BPJS gratis dapet prakerja bansos lancar banget saat gaada pemasukan covid. bagian yg paling di sayangkan tuh finalnya kalo gibs pasangannya ga sama si * jg I'll choose him tbh.""",,,,
"618","""@miurasukida Maaf kak udah lupa Itu Kan EmAnG BaRe MiNiMuM PreSiDeN ucap seorang penerima kartu prakerja kis bpjs dll wkwkwk""",,,,
"619","""@morlasuryani @Hanniiess_ @aochiron @wildanbinwahyu @mialificent Ya bebas itu mah gw bukan presiden. Kok aneh malah bilang gw suruh ngehapus kartu prakerja""",,,,
"620","""Semua nya ini jujur gue nikmati semua dr beasiswa bpjs umkm kartu prakerja dan semuanya dan aku tau ga ada manusia yg sempurna pasti ada kekurangan korupsi masih merajalela hukum masih perlu dibenahi lagi siapapun yg terpilih dia harus tegas""",,,,
"621","""@PeelotV @nurinap95 @R_9509 @shystatiscians Kalau aku nggak bilang gagal kak tapi belum maksimal. Saya salah satu penerima kartu prakerja dan itu sedikit membantu saya dalam mengelola usaha rintisan. menurut saya juga harus diimbangi dengan ketrampilan dan peningkatan sdmnya""",,,,
"622","""@Wizth1 @Hanniiess_ @aochiron @wildanbinwahyu @mialificent Yaudah besok hapuskan saja kartu prakerja. Toh presidennya bukan pak jokowi lagi kok. Buat bayar hutang negara aja biar bisa pamer lunas kaya masa pak SBY.""",,,,
"623","""@Hanniiess_ @mialificent gue cari kerja gapake kartu prakerja chuakss program gagal gitu knp pada bangga (?)""",,,,
"624","""gue sbg rakyat ikut menikmati bpjs bbrp temen gue yg kurang mampu jg ikut ngerasain kip ada kartu prakerja juga banyak event2 internasional di Indo dari SD-SMA selalu gratis gapernah bayar kecuali beli baju yaa dan masih banyak lg sih jasa beliau ini""",,,,
"625","""@IcaEndah @rumyblue biaya pendidikan ada KJP (program doi pas jdi gub jkt) seinget ogut ada program lain di puar jakarta namanya dana bos. trs ada lagi namanya KIP (biasanya buat anak kuliahan). terus untuk program kerja jkw keknya udh bikin kartu prakerja buat nambah skill sblm kerja""",,,,
"626","""@tubirfess Ga sih aku ga mgerasa tertipu apapun yg di kerjakan dia sesuai visi misi dia di awal jadi capres pas 2020. Bisa bisa nya bilang ga kerja kalian juga nikmatin yg namanya BPJS BLT KARTU PRAKERJA KIS KIP DLL infrastruktur juga bagus. KERETA CEPAT. JLN TOL""",,,,
"627","""@tubirfess Wkwkw entah ya terserah kalian gimana. Tapi gue cuman pengen share aja pengalaman ku di masa pemerintahan beliau. Jujur gue sangat terbantu dgn program2 beliau. Kartu prakerja bantuan pas covid bantuan beras tiap bulan beasiswa buat gue pas masih SMA""",,,,
"628","""@rumyblue Jangan sampe orang komen (-) tentang pak Jokowi ini orang yang pernah dapat kartu prakerja orang yang dapat KIP keluarganya yang dapat bansos BLT KIS. Sumpah sih jahat banget yang komen (-) aku juga kecewa sam pak Jokowi tp kalau bilang pak Jokowi ga prnh kerja """,,,,
"629","""Kartu Prakerja Gelombang 70 Dibuka Kapan? Link Daftar Resmi Dapat Insentif Rp600 Ribu Ada di Sini https://t.co/hN1BZd7KrV""",,,,
"630","""Saldo DANA Gratis Rp 700 Ribu dari Kartu Prakerja Tinggal Diklik! Syarat dan Cara Daftarnya Ada di Sini https://t.co/5x5xMdyjrw""",,,,
"631","""Tips Jitu Lolos Kartu Prakerja Gelombang 70 Langsung Cair DANA Rp3 5 Juta ke Rekening https://t.co/aNhwwy5DUV""",,,,
"632","""Fantastis! Segini Jumlah Insentif yang akan Diterima Peserta Kartu Prakerja Gelombang 70 https://t.co/znqSsOOzTO""",,,,
"633","""Babinsa kelurahan Donotirto Serda Eka Purwanta mengikuti rapat Koordinasi dan sosialisasi kartu prakerja metode online dan offline bertempat di kelurahan Donotirto yang dipimpin oleh lurah Donotirto Bp. H. Jurahimi. https://t.co/tYH8jygQeI""",,,,
"634","""Kartu Prakerja dong skwkwkkw""",,,,
"635","""Tips Lolos Kartu Prakerja Gelombang 70 Penuhi Syarat ini Agar Dapat Insentif Rp700 Ribu https://t.co/3P9Zh0IILh Editor : jabar ekspres / Ratna Padya #jabarekspres #kartuPrakerja #Nasional #Gelombang70 #Tipslolos""",,,,
"636","""@smthstra yaelah kartu prakerja. mndg ktp lah bisa dipake pinjol""",,,,
"637","""@sundastruggle aku emang sudah terlahir jadi panitia prakerja kitu nya nepi ka kodam na oge kartu prakerja atuhda wkwkwk @hellounicrn""",,,,
"638","""Menurut Direktur Eksekutif PMO Kartu Prakerja Denni Purbasari Program Kartu #Prakerja dirombak dari desain awalnya sebagai program beasiswa pelatihan menjadi semi bantuan sosial dengan total insentif Rp3 5 juta. https://t.co/hOa2BKWB6N https://t.co/OEALDYVcs2""",,,,
"639","""Daftar Kartu Prakerja Gelombang 70 Lewat Link https://t.co/nvq4thEVrc Dibuka Bulan Juni 2024 https://t.co/niaiN69vfd Editor : Jabar ekspres / Ratna Padya #jabarekspres #Prakerja2024 #Nasional #KartuPrakerja #Gelombang70""",,,,
"640","""@T_Ismail14 @sundastruggle Anyeng kartu prakerja """,,,,
"641","""@sundastruggle kartu prakerja apaan satt""",,,,
"642","""kartu prakerja """,,,,
"643","""@sundastruggle khodam kartu prakerja bejir""",,,,
"644","""eh lu kartu prakerja apa brosur honda @O5012O24""",,,,
"645","""@sundastruggle Kartu prakerja? """,,,,
"646","""@winterinsm Nampaknya lebih berguna daripada kartu prakerja""",,,,
"647","""@greentea_seduh Kartu prakerja teh""",,,,
"648","""Semoga bapakku mau membayari bootcamp ku ya Allah soalnya kalo nungguin kartu prakerja bisa ga kerja kerja""",,,,
"649","""Panduan Lengkap Cara Daftar Kartu Prakerja 2024 dan Dapatkan Saldo DANA Rp700 Ribu https://t.co/VLf12uz4ng""",,,,
"650","""Macam-macam Insentif yang Diterima Peserta Kartu Prakerja Gelombang 70 Jumlahnya Fantastis https://t.co/RN8nYhzSLZ""",,,,
"651","""Kartu prakerja gimana kabarnya yak?""",,,,
"652","""@kegblgnunfaedh Pindah ke micht biar ngewe terus kena raja singa..dapat bansos sama kartu prakerja""",,,,
"653","""@DrEvaChaniago Tolong Kementerian Tenaga Kerja @menakertrans siapkan juga KARTU PRAKERJA untuk korban judi online. Semoga usul ini dikolaborasikan dgn usul Menteri PMK . Indonesia Jaya - Keluarga Jokowi Jaya https://t.co/HwjYV3SBFM""",,,,
"654","""Kartu Prakerja Gelombang 70 Kapan Dibuka? Simak Jadwal dan Cara Daftar di sini https://t.co/xWw5ShV4Ag https://t.co/1PpPRipx9c""",,,,
"655","""Di Buka Hari Ini Sabtu 15 Juni 2024 Pendaftaran Kartu Prakerja Gelombang 70 Dapat Pelatihan Sertifikat dan Uang Rp.700 Ribu Gratis https://t.co/9oCim0iwsY #berita #kaesang #anies #prakerja #bansos""",,,,
"656","""Tips Lolos Kartu Prakerja Gelombang 70 Pembukaan Pendaftaran Dimulai Siang Ini 15 ... https://t.co/kwnHLkc6D1 #subhidarajat #digitalmarketing""",,,,
"657","""Tanda-Tanda Kartu Prakerja Dihentikan di 2024: Keterangan Lolos Prakerja Gelombang 69 Berbeda https://t.co/Z4EuisHhaY""",,,,
"658","""Apakah Saldo Kartu Prakerja Bisa Kedaluwarsa? Ini Jawabannya https://t.co/OPRmIVZhXZ""",,,,
"659","""Kapan Kartu Prakerja Gelombang 70 Dibuka? Cek Syaratnya Sebelum Mendaftar https://t.co/NYdbqOuQhu""",,,,
"660","""@worksfess banyak kemungkinan sender bisa aja dalam satu kartu keluarga kamu udah ada yg pernah ikut. biasanya susah masuknya. atau masih terdaftar di kampus atau gimana. emang prakerja itu sekarang hoki hokian dan bener bener selektif dapetnya""",,,,
"661","""@ferrykoto @prabowo Sbnrnya fenomena itu ga seharusnya muncul jika kartu Prakerja memang dipakai untuk hal produktif. Tapi faktanya?""",,,,
"662","""Pendaftaran Kartu Prakerja gelombang 70 segera dibuka. Lantas tanggal berapa pendaftarannya dibuka? Bagaimana cara daftarnya? https://t.co/boYoyCuyEj""",,,,
"663","""@MbahZaid Harus punya kartu prakerja syarat nya ya? Skip""",,,,
"664","""Kapan Kartu Prakerja Gelombang 70 Dibuka? Sebelum Daftar Cek Dulu Syaratnya https://t.co/ceb0SRM327 #Bisnis""",,,,
"665","""Kartu Prakerja jadi solusi untuk mengurangi angka pengangguran di kalangan Gen Z #PrakerjauntukGenZ https://t.co/7Uo6Unl52n""",,,,
"666","""Banyak Gen Z Nganggur Pemerintah Gencarkan Kartu Prakerja #PrakerjauntukGenZ https://t.co/Wp1R3VPvRJ""",,,,
"667","""Pemerintah merespon laporan BPS yang mengungkapkan bahwa 10juta gen Z menganggur dengan menggencarkan Kartu Prakerja #PrakerjauntukGenZ https://t.co/ZimmQq0yvL""",,,,
"668","""10 Juta Gen Z Nganggur Pemerintah Gencarkan Kartu Prakerja #PrakerjauntukGenZ https://t.co/DuGOBb7NuB""",,,,
"669","""Kartu Prakerja Gelombang 70 Dibuka Hari ini? Ini Cara Daftar Lewat Link https://t.co/nvq4thEVrc https://t.co/WMxbKrT0oK Editor : Jabar ekspres / Ratna Padya #jabarekspres #Nasional #KartuPrakerja #Gelombang70 #PrakerjaGoId""",,,,
"670","""Tenang Ada Tips Lolos Kartu Prakerja Gelombang 70 di Sini Siapkan Dirimu Sebelum ... https://t.co/lo1zBvBIeX #subhidarajat #digitalmarketing""",,,,
"671","""Solusinya Bu menaker bukan sekedar jawaban tanpa solusi Gak niat kah Bu menaker sejauh mana Kartu prakerja itu bermanfaat Laku apa tidak ngapain angggaran Triliun an cuma sekedar kertas doang""",,,,
"672","""Tips Lolos Seleksi Kartu Prakerja Gelombang 70 Terapkan Langkah Berikut Lengkap dengan Cara Daftar https://t.co/zMADfOoPYm via @TribunHealth""",,,,
"673","""Siapa sudah pernah mencoba Kartu Prakerja? Dan siapa yang mau mencoba?""",,,,
"674","""10 Juta Gen Z Nganggur Pemerintah Gencarkan Kartu Prakerja https://t.co/a5IMs40JCi #beritasatu #news #berita""",,,,
"675","""9 9 Juta Gen Z yang Masih Nganggur Disarankan Gabung Program Kartu Prakerja: BPS menyebutkan hampir 10 juta atau 9 9 juta penduduk berusia 15-25 tahun tidak mengikuti pendidikan pekerjaan dan pelatihan kerja. https://t.co/G4HaVEVvin https://t.co/0UPaC4RxZ9""",,,,
"676","""Syarat dan Jadwal Pendaftaran Gelombang 64 Kartu Prakerja 2024 https://t.co/Wa5TzNvUGq""",,,,
"677","""Raih Peluang Kerja Impian dengan Kartu Prakerja Gelombang 70: Simak Syarat Cara Daftar dan Tips Lolos via @infosumbar https://t.co/KScpGxDBHa #infosumbar""",,,,
"678","""Pendaftaran Kartu Prakerja Gelombang 70 Dibuka Kapan? Simak ini Jadwal dan Syarat Daftarnya https://t.co/DMF6Al4oJa Editor : jabar ekspres / Ratna Padya #jabarekspres #Pendaftaran #KartuPrakerjaGelombang70 #Nasional #KartuPrakerja""",,,,
"679","""@BosPurwa bakalan cetak baru kartu prakerja https://t.co/ZjESYhkn2T""",,,,
"680",""" Siap-siap Generasi Pekerja Masa Depan! Gelombang 70 Program Kartu Prakerja akan segera dibuka! Jangan ketinggalan kesempatan emas ini untuk tingkatkan kualitas diri dan tambah skill secara GRATIS! Yuk buruan daftar dan raih kesempatanmu! #KartuPrakerja #AyobacaNews https://t.co/SA5E6mZ2q6""",,,,
"681","""@geloraco Bahlil coba tingkatkan kompetensi sbg org yg terlanjur jadi menteri knp gak ikut kartu prakerja disitu coba ambil kelas khusus persiapan menjadi menteri jalur relawan.""",,,,
"682","""SiMIN ingin menginformasikan kembali bahwa: Pelatihan Prakerja STUDiLMU TIDAK ADA program cashback dalam bentuk apa pun. #STUDiLMU #BusinessGrowth #informasi #kartuprakerja #prakerja https://t.co/rQnwnLaVoa""",,,,
"683","""Cocote jokowi enak bener ya pake alasan	 ketidakpastian global (sbg penyebab dolar naik) Sementara dirinya selama jadi presiden tak pernah mampu beri kepastian bhw ekonomi akan meroket pemegang kartu prakerja bisa masuk kerja di pertamina dan bualanÂ² lainnya selama ini """,,,,
"684","""@chiisanayumee @sbyfess Kalau kamu sih perlu psikolog + kartu prakerja soalnya kamu segabut itu ngepoin medsosku. CIA bukan NSA bukan. Ciri2 psikopat yg perlu pekerjaan..""",,,,
"685","""Cara Mudah Beli Pelatihan Kartu Prakerja Gelombang 69 Ikuti Langkah-langkah Berikut Ini https://t.co/KgeRqja3xb via @TribunHealth""",,,,
"686","""Saldo kartu prakerja memiliki masa kedaluwarsa. Begini penjelasannya! https://t.co/LoGS3ddmpG""",,,,
"687","""@workafess kalo kartu prakerja itu kita bisa ikut pelatihan dimana aja?""",,,,
"688","""Cara Lolos Seleksi Kartu Prakerja Gelombang 70 Lengkap Syarat dan Tutorial Daftarnya https://t.co/2JxbtIj3i7 lewat @tribunnews""",,,,
"689","""Worka! Sender baru keterima kartu prakerja dan udah dapet saldonya boleh minta saran pelatihan yang sesuai buat sender yang cuma lulusan SMA ini dong tia. https://t.co/VONcaMAT4X""",,,,
"690","""@Strategi_Bisnis Hah ruang guru? Lah mereka kan udh dapet proyek Kartu PraKerja. Masih nyari duit lagi? Najissss maruk amat sih.""",,,,
"691","""Kartu Prakerja Gelombang 70 Kapan Dibuka? Simak Tips Ini Agar Peluang Lolos Seleksi Lebih Besar baca selengkapnya disini https://t.co/BcQ3qpCjgK""",,,,
"692","""Kartu Prakerja Gelombang 70 Kapan Dibuka? Simak Tips Ini Agar Peluang Lolos Seleksi Lebih Besar baca selengkapnya disini https://t.co/BcQ3qpCjgK""",,,,
"693","""Jadwal Pendaftaran Kartu Prakerja Gelombang 70 Dapat Pelatihan dan Uang Rp.700 Ribu Gratis https://t.co/kPLfm8gDIh #berita #kampung #bisnis #prakerja #uang #rupiah""",,,,
"694","""Jadwal Pendaftaran Kartu Prakerja Gelombang 70: Kesempatan Emas untuk Peningkatan ... https://t.co/CxpaSn0XHO #subhidarajat #digitalmarketing""",,,,
"695","""@workafess Daftar kartu prakerja bisa buat dapet pelatihan gratis. Bener2 pelajarin biar dapet skill yg berguna. Kalo ada kemauan dan usaha insyaallah bisa. Cari tau infonya di google ya""",,,,
"696","""@kegblgnunfaedh Kenapa bingung? Kan ada kartu PRAKERJA""",,,,
"697","""Jadwal Pendaftaran Kartu Prakerja Gelombang 70 Lengkap dengan Langkah-langkah Pendaftaran https://t.co/JrOHFDlolN via @TribunHealth""",,,,
"698","""@itsmaylina @SmgMenfess Program kartu prakerja yaa?""",,,,
"699","""@NenkMonica Kartu prakerja gak selesai mau tunjangan pengangguran juga?""",,,,
"700","""@msaid_didu Lah ?! Ngapa takut dg Banyak Pengangguran !? Kan dah ada Solusi Jitu Pakdhe dg Kartu Prakerja ??? Duit jg ada 11.000 T ! Di kantong lbh buaanyaaakkkk..! https://t.co/CjlNLVkFR1""",,,,
"701","""Oya atm lama dapet pas dftar prakerja . Admin cm 3rb jd sayang dimatiin. Pas ganti kartu diinfo gak ada lg stok atm prakerja jd atm reguler. Adminnya 15rb . Dah itu aja.""",,,,
"702","""Halo! Aku alumni Prakerja Gelombang 10 nih. Kalian yang belum bekerja gaada niatan ikut Prakerja? Aku open jasa ngerjain soal TKD/SKB untuk daftar Kartu Prakerja ya. Kalau kalian kesulitan bisa langsung DM aku aja untuk tanya-tanya #zonauang #zonajajan #zonaba #kartuprakerja""",,,,
"703","""Pemerintah Perpanjang Pendaftaran Kartu Prakerja Gelombang 69 Hingga 5 Juni 2024 https://t.co/5od4yoOEzD""",,,,
"704","""Kakk cowokmu jurusan apaa? Kalau suruh ikut pelatihan atau daftar kartu prakerja itu gimanaa?""",,,,
"705","""Syaratnya Fresh Graduate! Ada Saldo DANA Gratis Rp700.000 di Kartu Prakerja Ikuti Langkah Ini Sebelum Habis! https://t.co/kPf4I0OSeD""",,,,
"706","""Gais ada yang tau terkait kartu prakerja?""",,,,
"707","""@naulidzh kak daftar kartu prakerja bakal ngaruh gasi sama kelolosan di snbt/sbmptn?""",,,,
"708","""@halozaidan @sbmptnfess kak daftar kartu prakerja bakal ngaruh sama kelulusan snbt/sbmptn gak si? """,,,,
"709","""@jstroidss @reguluxs @sbmptnfess kak kamu gapyear kah terus daftar kartu prakerja?""",,,,
"710","""Selamat buat yg lolos kartu prakerja gelombang 69 Buat yang bingung dan butuh bimbingan selanjutnya bisa dm/klik link di bioku ya (free) Ada rekomendasi kelas yg ada insentif tambahan diluar prakerjanya loh yuk buruan daripada salah beli kelas dan bingung sendirian #zonauang https://t.co/7umOkstCGq""",,,,
"711","""Berkali kali mencoba tapi selalu gagal #kartuprakerja #prakerja #pelatihanonline #jokowi #ayokerja #liputan6 https://t.co/yw8JuYvU1h""",,,,
"712","""Ini kenapa deh dari awal mula ada kartu prakerja aku gagal terus """,,,,
"713","""PMO Program Kartu Prakerja Gelar Temu Alumni Selama 3 Hari di Gorontalo https://t.co/O9LcndoD2r""",,,,
"714","""Kapan Hasil Kelulusan Kartu Prakerja Gelombang 69 Diumumkan? Cek Pengumuman dan Insentif di Sini https://t.co/XzjBOwUGdX via @TribunHealth""",,,,
"715","""Simak cara pendaftar mengetahui lolos Program Kartu Prakerja gelombang 69. https://t.co/EE3OsQ6cGT""",,,,
